Word,Count
kirjeen,0
postilaatikkoon,0
kirjastohuone,0
pöydillä,0
lainaan,0
koiramäkikirjan,0
sehän,0
haluatko,0
jotakin,0
lainata,0
kirjoja,0
cditä,0
dvditä,0
opiskelen,0
lukion,0
oppilaat,0
opiskelivat,0
videovuokraamossa,0
valikoima,0
videovuokraamosta,0
videovuokraamoon,0
kirjastoon,0
kala,0
selvä,0
pastakattilasta,0
voista,0
parantaa,0
makua,0
kaisan,0
koulusta,0
suomalaisessa,0
vesijohtovedessä,0
vähemmän,0
bakteereja,0
pullotetussa,0
vedessä,0
emäntä,0
kovaa,0
yläkerrassa,0
pitäisi,0
lasin,0
omenapiirakan,0
laukusta,0
australiasta,0
vanhasta,0
liivin,0
nappi,0
yläkerta,0
sanot,0
komediasta,0
käykö,0
sählystä,0
jääkiekosta,0
kaipaan,0
toimintaa,0
lenkille,0
komedia,0
huivi,0
hänelle,0
kelpaa,0
paras,0
mansikoista,0
nuori,0
koiranpennuista,0
sanonut,0
sano,0
sanoa,0
aivastaa,0
sanotaan,0
terveydeksi,0
sanoo,0
tomista,0
karkkipussi,0
lyön,0
vetoa,0
nuoremmat,0
sukupolvet,0
eivät,0
vuokraan,0
dvdn,0
kaukoohjain,0
kaukoohjaimen,0
sohva,0
sovi,0
verhojen,0
väriin,0
pussissa,0
reikä,0
pussin,0
keittiönpöytä,0
tuolit,0
laitoin,0
kirjat,0
kukkamaljakko,0
pöydästä,0
ymmärrätkö,0
autolla,0
päivällä,0
illalla,0
lautasella,0
lasissa,0
autossa,0
leivällä,0
voita,0
leivässä,0
siemeniä,0
sekarotuisia,0
sekarotuinen,0
kuuluvat,0
kaukasialaiseen,0
rotuun,0
olemme,0
pahoillamme,0
tummat,0
vauvat,0
punaisia,0
ruoki,0
lemmikkikoira,0
karvainen,0
pieni,0
valkoinen,0
leikkii,0
keltaisella,0
pallolla,0
ruskea,0
rakastan,0
takkuinen,0
juoksee,0
pallon,0
perässä,0
harmaat,0
harmaita,0
hiuksia,0
jääkiekkokortit,0
jääkiekkokortteja,0
kylän,0
alligaattorit,0
alligaattoreita,0
vanhemmat,0
pisamia,0
serkkuja,0
veljeä,0
siskoa,0
sisko,0
saman,0
vihreät,0
menettelytapa,0
vuosi,0
luit,0
kaksikymmentäneljä,0
aste,0
kykloopilla,0
eppu,0
normaali,0
parempi,0
yhtä,0
meksiko,0
belize,0
petrillä,0
mustat,0
hanki,0
silmätippoja,0
kotimatkallasi,0
kulhossa,0
sokeria,0
hätätilanteessa,0
paina,0
punaista,0
nappia,0
maijulla,0
posket,0
iloisen,0
ruskeaa,0
takkia,0
vaaleat,0
jussilla,0
housut,0
pitkät,0
jalat,0
kädet,0
mukit,0
lapset,0
ensimmäinen,0
saapui,0
hämähäkillä,0
jalkaa,0
osti,0
villapuseroa,0
herään,0
isälläni,0
sisarusta,0
kahteen,0
mukiin,0
kertaa,0
lausetta,0
yhdeksässä,0
kissoilla,0
elämää,0
haukkuu,0
neljää,0
poikaa,0
meistä,0
perille,0
kahdeksassa,0
opiskellut,0
suomea,0
kuumetta,0
monta,0
joulukorttia,0
lähetät,0
kuudella,0
tytöllä,0
olutta,0
kymmenessä,0
mukissa,0
lentokone,0
marraskuu,0
kuukaudesta,0
jossa,0
kolmekymmentä,0
koirat,0
seurallisia,0
ihmistä,0
kulmaa,0
neljäkaistainen,0
moottoritie,0
kortista,0
osoite,0
seitsemästä,0
kulhosta,0
kääpiötä,0
sormea,0
söin,0
donitsia,0
näistä,0
kuudesta,0
omenasta,0
piirakan,0
viidellä,0
tyttöä,0
prosenttia,0
lautasta,0
tuolilta,0
tuolillahan,0
kynttilät,0
tuovat,0
tunnelmaa,0
ikkunankehys,0
joulukuun,0
suomeksi,0
putosi,0
kynttilöiden,0
lukumäärä,0
vuosien,0
määrän,0
sulkemassa,0
avaa,0
sulkea,0
taloudenhoitaja,0
puhdisti,0
lattialta,0
laatikosta,0
sohvalta,0
sängystä,0
kaupasta,0
maijulta,0
minulta,0
maitolasi,0
kuudelta,0
nurmikolle,0
päähän,0
peittänyt,0
yöllä,0
luntaa,0
satava,0
maassa,0
metsään,0
kypsät,0
omenat,0
tippuvat,0
maahan,0
pirjon,0
piha,0
hoidettu,0
juoma,0
kätesi,0
talvella,0
ponnistelee,0
pysyäkseen,0
lämpimänä,0
söitkö,0
sinivalkoinen,0
leikkaa,0
nurmikko,0
kauppaan,0
lautaselle,0
lasiin,0
lattialle,0
kulhoon,0
kymmenelle,0
romanttinen,0
kelvannut,0
jussille,0
kävelylle,0
ruoka,0
tylsää,0
menisitkö,0
kanssani,0
kavereiden,0
senttimetriä,0
tyypillistä,0
ollenkaan,0
urheilua,0
tein,0
poikkeuksen,0
suloista,0
koiranpentua,0
katsoi,0
ostin,0
juuri,0
tuumaisen,0
litteän,0
televisionäytön,0
televisio,0
olohuoneessa,0
litteä,0
televisionäyttö,0
televisiosta,0
veitsi,0
varmaan,0
jano,0
mukavaa,0
kurjaa,0
paketti,0
keneltä,0
pehmeältä,0
kaunis,0
villapaita,0
paita,0
tällä,0
turkki,0
hevoset,0
kauniita,0
likaiset,0
paitasi,0
pesukoneeseen,0
otanko,0
vihreän,0
paidan,0
kutoo,0
villapaitaa,0
kylmältä,0
kerro,0
kaukosäädintä,0
kaukana,0
rautatieasema,0
lähetän,0
kaisalle,0
isoäidilleni,0
lapsella,0
lapsi,0
lapselle,0
siirtyy,0
isältä,0
pojalle,0
liisalta,0
pyydä,0
antaako,0
luvan,0
miialla,0
miia,0
saanko,0
miialta,0
turkkilainen,0
saksalaiselta,0
ystävältä,0
japanilaiselle,0
you’re,0
welcome,0
don’t,0
mention,0
toimiston,0
naulakon,0
lehtihylly,0
lehtihyllyssä,0
hyviä,0
lehtiä,0
työntekijät,0
työskentelivät,0
toimistossa,0
nurkassa,0
murjottaa,0
hyllyssä,0
naulakkoon,0
ikkunasta,0
ruokakauppa,0
kampaamon,0
verhot,0
kävelee,0
kiltisti,0
sivulla,0
maljakko,0
alla,0
kulho,0
jari,0
kalle,0
ystäviä,0
sohvan,0
maalaus,0
maalauksen,0
alapuolella,0
valokuvaa,0
kirkon,0
tuossa,0
nurkan,0
naulakko,0
päältä,0
alta,0
alle,0
karkaa,0
sivulta,0
sivulle,0
työtoverisi,0
työpöytäsi,0
unohtanut,0
puhelimensa,0
tähän,0
eikös,0
puhelimeni,0
niinpä,0
onkin,0
papä,0
työtoveri,0
työpöytä,0
jussikin,0
onpa,0
pääsen,0
kahvila,0
työtoverit,0
työpöytäni,0
huoneen,0
posti,0
jonkun,0
minullapa,0
jäätelöpä,0
maistuu,0
hyvältä,0
käveletpä,0
minullakin,0
jäätelökin,0
käveletkin,0
minunkin,0
teidän,0
talonne,0
meidän,0
heidän,0
koiransa,0
koulutettu,0
meneekö,0
poikasi,0
nominative,0
elative,0
illative,0
adessive,0
ablative,0
allative,0
tutustua,0
huomenta,0
iltapäivää,0
iltaa,0
yötä,0
olennimi,0
hyvästi,0
kesäkuu,0
heinäkuu,0
jalkaterä,0
käsivarsi,0
käsi,0
selkä,0
myyjä,0
oclock,0
hello,0
morning,0
afternoon,0
evening,0
this,0
deck,0
prepared,0
101languagesnet,0
night,0
delicious,0
imname,0
goodbye,0
police,0
officer,0
sorry,0
excuse,0
congratulations,0
country,0
land,0
instrument,0
music,0
human,0
being,0
bravo,0
cute,0
adorable,0
wellbehaved,0
himher,0
kind,0
incorrect,0
band,0
cell,0
phone,0
north,0
sámi,0
dane,0
swedish,0
swede,0
questions,0
content,0
jolly,0
laugh,0
sing,0
grow,0
dance,0
quickly,0
bedroom,0
bathroom,0
kitchen,0
cellar,0
basement,0
veranda,0
porch,0
sofa,0
couch,0
comfortable,0
comfy,0
furniture,0
them,0
definite,0
yeah,0
pulla,0
traditional,0
bread,0
correct,0
french,0
japanese,0
english,0
chinese,0
german,0
hungarian,0
korean,0
such,0
exclusive,0
steak,0
patty,0
sauce,0
dressing,0
nonhuman,0
already,0
opera,0
café,0
market,0
square,0
strange,0
weird,0
same,0
rather,0
away,0
close,0
near,0
oops,0
soda,0
cream,0
pudding,0
liter,0
kilogram,0
…coffee,0
yuck,0
hardworking,0
diligent,0
conscientious,0
speak,0
inclusive,0
also,0
well,0
floor,0
type,0
picture,0
painting,0
decorative,0
element,0
roof,0
ceiling,0
paint,0
repair,0
clean,0
tidy,0
dishes,0
grill,0
barbecue,0
realize,0
conjunction,0
canadian,0
american,0
talented,0
gifted,0
long,0
tall,0
knowledge,0
draw,0
read,0
write,0
ride,0
animal,0
usually,0
horse,0
bothand,0
really,0
hush,0
glogg,0
spicy,0
drunk,0
europe,0
slice,0
morsel,0
want,0
something,0
chicken,0
different,0
look,0
wash,0
growl,0
bite,0
kick,0
plural,0
word,0
trouble,0
tititee,0
position,0
seat,0
quite,0
vacation,0
more,0
enough,0
puppy,0
kitten,0
property,0
whowhich,0
least,0
hindi,0
sickness,0
lost,0
auxiliary,0
verb,0
longer,0
anymore,0
never,0
ever,0
although,0
obwohl,0
soil,0
ground,0
creek,0
brook,0
stream,0
stone,0
hiding,0
poisonous,0
venomous,0
whole,0
alive,0
walk,0
smile,0
sniff,0
hear,0
middle,0
true,0
grit,0
love,0
admire,0
miss,0
erwartest,0
cinnamon,0
roll,0
layered,0
cake,0
pastry,0
jelly,0
doughnut,0
lörtsy,0
karelian,0
sima,0
mead,0
delicacy,0
treat,0
salty,0
savory,0
cost,0
melt,0
sell,0
uhoh,0
dear,0
when,0
telling,0
second,0
moment,0
business,0
hurry,0
stopped,0
every,0
even,0
mushroom,0
fungus,0
fortune,0
happiness,0
calm,0
placid,0
leuchtend,0
klar,0
blue,0
hightall,0
humans,0
endung,0
asas,0
continuation,0
sure,0
certain,0
heard,0
nothing,0
e…m…,0
maybe,0
guess,0
power,0
plug,0
meme,0
voice,0
sound,0
quick,0
work,0
funktionieren,0
handeln,0
borrow,0
loan,0
able,0
table,0
tisch,0
plugged,0
check,0
bill,0
mistake,0
error,0
portion,0
fruit,0
consider,0
recommend,0
city,0
center,0
metropolitan,0
rail,0
traffic,0
theatre,0
glasses,0
coat,0
jacket,0
jewelry,0
fitting,0
multicolored,0
colorful,0
help,0
shopping,0
size,0
hope,0
wish,0
notice,0
follow,0
reckon,0
suppose,0
ticket,0
flag,0
pole,0
beanie,0
winter,0
water,0
meds,0
medicine,0
medications,0
packed,0
meal,0
shadow,0
shade,0
complete,0
need,0
bother,0
disturb,0
thing,0
luckily,0
thankfully,0
hockey,0
crosscountry,0
skiing,0
rally,0
driving,0
sportsperson,0
athlete,0
song,0
traveling,0
noun,0
eagle,0
swim,0
drive,0
vehicle,0
hobby,0
groove,0
swing,0
about,0
past,0
ystävä,0
käärme,0
söpö,0
väärin,0
bändi,0
kännykkä,0
venäläinen,0
itkeä,0
sänky,0
teillä,0
heillä,0
tärkeä,0
pyöreä,0
väärä,0
jäätelö,0
älykäs,0
piirtää,0
sekäettä,0
pirtelö,0
leipä,0
syötävä,0
lehmä,0
pöllö,0
pestä,0
nousta,0
yrittää,0
nämä,0
ketkä,0
nykyään,0
eläin,0
nätti,0
ystävällinen,0
pörröinen,0
sillä,0
kenellä,0
kotiikävä,0
eksyä,0
enää,0
metsä,0
järvi,0
elää,0
kävellä,0
hymyillä,0
tyttöystävä,0
poikaystävä,0
sydän,0
ikävä,0
ketä,0
täytekakku,0
myydä,0
iltapäivä,0
myöhä,0
tähti,0
syvä,0
märkä,0
päivänjatko,0
eimitään,0
myöhemmin,0
seinä,0
läppäri,0
ääni,0
pätkiä,0
seinässä,0
päivällinen,0
miettiä,0
näytelmä,0
tyhjä,0
kenkä,0
ostoksilla,0
minkäkokoinen,0
minkävärinen,0
neljäsataa,0
lääkkeet,0
eväät,0
täysi,0
häiritä,0
pesäpallo,0
jääkiekko,0
kotoisin,0
vuotta,0
töissä,0
kuntosalilla,0
pelata,0
työkaveri,0
työpaikka,0
herätä,0
suihkussa,0
niimpä,0
mulle,0
sulle,0
kesä,0
pyöräillä,0
kuunnella,0
mökki,0
kylä,0
kävelyreitti,0
fetapinaattipiirakka,0
leikkiä,0
tarjota,0
kenelle,0
nauttia,0
aikaa,0
kestää,0
tykätä,0
esiintyä,0
aurinkoa,0
päättää,0
kahden,0
hengen,0
huone,0
yöpyä,0
kysyä,0
sytyttää,0
keittää,0
täysin,0
pimeä,0
lentää,0
levätä,0
berliinin,0
muuri,0
pysähtyä,0
uimaallas,0
from,0
years,0
arbeit,0
sein,0
wednesdays,0
give,0
practise,0
normaltypical,0
wake,0
finish,0
train,0
take,0
shower,0
food,0
order,0
mitnehmen,0
hungry,0
delivery,0
sleep,0
bike,0
choose,0
wine,0
continue,0
partly,0
cloudy,0
card,0
fish,0
walking,0
track,0
feta,0
spinish,0
offer,0
start,0
intransitive,0
last,0
dauern,0
perform,0
book,0
reserve,0
sunbathe,0
invite,0
decide,0
checkin,0
parking,0
space,0
free,0
charge,0
gratis,0
organize,0
stay,0
bake,0
midsummer,0
carry,0
arrive,0
light,0
fire,0
boil,0
prepare,0
next,0
untergehen,0
sonne,0
rest,0
participate,0
berlin,0
wall,0
stop,0
gallery,0
hell,0
lichtdurchflutet,0
paula,0
juho,0
viikko,0
96square,0
week,0
year,0
today,0
huominen,0
tomorrow,0
yesterday,0
kalenteri,0
calendar,0
sekunti,0
hour,0
minuutti,0
minute,0
voida,0
tulla,0
come,0
nauraa,0
material,0
courtesy,0
href,0
http,0
finnishpod101,0
member,0
small,0
beautiful,0
ruma,0
ugly,0
vaikea,0
difficult,0
helppo,0
easy,0
huono,0
name,0
maanantai,0
monday,0
tiistai,0
tuesday,0
keskiviikko,0
wednesday,0
torstai,0
thursday,0
perjantai,0
friday,0
saturday,0
sunnuntai,0
sunday,0
toukokuu,0
tammikuu,0
january,0
helmikuu,0
february,0
maaliskuu,0
march,0
huhtikuu,0
april,0
june,0
july,0
elokuu,0
august,0
syyskuu,0
september,0
lokakuu,0
october,0
november,0
joulukuu,0
december,0
zero,0
three,0
four,0
five,0
seven,0
eight,0
nine,0
kahvi,0
coffee,0
olut,0
beer,0
viini,0
naudanliha,0
beef,0
porsas,0
pork,0
kana,0
lammas,0
lamb,0
foot,0
jalka,0
head,0
hand,0
sormi,0
finger,0
vartalo,0
body,0
vatsa,0
stomach,0
back,0
rinta,0
chest,0
hoitaja,0
nurse,0
employee,0
poliisi,0
cook,0
engineer,0
doctor,0
manager,0
teacher,0
programmer,0
salesman,0
101languages,0
uggc,0
2fjjj,0
svaavfucbq101,0
2fsvaavfu,0
jbeq,0
yvfgf,0
view,0
list,0
online,0
fussole,0
finnische,0
wort,0
bedeutet,0
deutsch,0
zusammengesetztes,0
bestehend,0
zwei,0
teilen,0
varsi,0
stiel,0
oder,0
schaft,0
diesem,0
zusammenhang,0
bezieht,0
sich,0
metaphorisch,0
längeren,0
teil,0
armes,0
wird,0
verwendet,0
menschlichen,0
körpers,0
beschreiben,0
schultergelenk,0
handgelenk,0
erstreckt,0
terve,0
mukava,0
funny,0
tervetuloa,0
cheers,0
kippis,0
woman,0
child,0
wizard,0
velho,0
handsome,0
